dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"N | N",64,0,       0.001620
1,double,uniform,PoisFFT,"N | N",64,32,       0.000820
1,double,uniform,PoisFFT,"N | N",64,33,       0.000820
1,double,uniform,PoisFFT,"N | N",64,34,       0.000831
1,double,uniform,PoisFFT,"N | N",64,35,       0.000820
1,double,uniform,PoisFFT,"N | N",64,36,       0.000829
1,double,uniform,PoisFFT,"N | N",64,37,       0.000820
1,double,uniform,PoisFFT,"N | N",64,38,       0.000820
1,double,uniform,PoisFFT,"N | N",64,39,       0.000820
1,double,uniform,PoisFFT,"N | N",64,40,       0.000840
1,double,uniform,PoisFFT,"N | N",64,41,       0.000820
1,double,uniform,PoisFFT,"N | N",64,42,       0.000820
1,double,uniform,PoisFFT,"N | N",64,43,       0.000850
1,double,uniform,PoisFFT,"N | N",64,44,       0.004630
1,double,uniform,PoisFFT,"N | N",64,45,       0.000830
1,double,uniform,PoisFFT,"N | N",64,46,       0.000810
1,double,uniform,PoisFFT,"N | N",64,47,       0.000820
1,double,uniform,PoisFFT,"N | N",64,48,       0.000830
1,double,uniform,PoisFFT,"N | N",64,49,       0.000810
1,double,uniform,PoisFFT,"N | N",64,50,       0.000820
1,double,uniform,PoisFFT,"N | N",64,51,       0.000810
1,double,uniform,PoisFFT,"N | N",64,52,       0.000830
1,double,uniform,PoisFFT,"N | N",64,53,       0.000810
1,double,uniform,PoisFFT,"N | N",64,54,       0.000820
1,double,uniform,PoisFFT,"N | N",64,55,       0.000840
1,double,uniform,PoisFFT,"N | N",64,56,       0.000820
1,double,uniform,PoisFFT,"N | N",64,57,       0.000820
1,double,uniform,PoisFFT,"N | N",64,58,       0.000820
1,double,uniform,PoisFFT,"N | N",64,59,       0.000829
1,double,uniform,PoisFFT,"N | N",64,60,       0.000831
1,double,uniform,PoisFFT,"N | N",64,61,       0.000829
1,double,uniform,PoisFFT,"N | N",64,62,       0.000820
1,double,uniform,PoisFFT,"N | N",64,63,       0.000820
1,double,uniform,PoisFFT,"N | N",64,64,       0.000820
1,double,uniform,PoisFFT,"N | N",64,65,       0.000830
1,double,uniform,PoisFFT,"N | N",64,66,       0.000810
1,double,uniform,PoisFFT,"N | N",64,67,       0.000820
1,double,uniform,PoisFFT,"N | N",64,68,       0.000820
1,double,uniform,PoisFFT,"N | N",64,69,       0.000830
1,double,uniform,PoisFFT,"N | N",64,70,       0.000840
1,double,uniform,PoisFFT,"N | N",64,71,       0.000840
1,double,uniform,PoisFFT,"N | N",64,72,       0.000840
1,double,uniform,PoisFFT,"N | N",64,73,       0.000830
1,double,uniform,PoisFFT,"N | N",64,74,       0.001930
1,double,uniform,PoisFFT,"N | N",128,0,       0.009530
1,double,uniform,PoisFFT,"N | N",128,1,       0.009330
1,double,uniform,PoisFFT,"N | N",128,2,       0.009279
1,double,uniform,PoisFFT,"N | N",128,3,       0.009320
1,double,uniform,PoisFFT,"N | N",128,4,       0.009280
1,double,uniform,PoisFFT,"N | N",128,5,       0.009300
1,double,uniform,PoisFFT,"N | N",128,6,       0.009310
1,double,uniform,PoisFFT,"N | N",128,7,       0.009320
1,double,uniform,PoisFFT,"N | N",128,8,       0.009320
1,double,uniform,PoisFFT,"N | N",128,9,       0.009270
1,double,uniform,PoisFFT,"N | N",128,10,       0.009289
1,double,uniform,PoisFFT,"N | N",128,11,       0.009290
1,double,uniform,PoisFFT,"N | N",128,12,       0.009290
1,double,uniform,PoisFFT,"N | N",128,13,       0.009310
1,double,uniform,PoisFFT,"N | N",128,14,       0.009300
1,double,uniform,PoisFFT,"N | N",128,15,       0.009310
1,double,uniform,PoisFFT,"N | N",128,16,       0.009280
1,double,uniform,PoisFFT,"N | N",128,17,       0.009289
1,double,uniform,PoisFFT,"N | N",128,18,       0.009290
1,double,uniform,PoisFFT,"N | N",128,19,       0.009300
1,double,uniform,PoisFFT,"N | N",128,20,       0.009280
1,double,uniform,PoisFFT,"N | N",128,21,       0.009290
1,double,uniform,PoisFFT,"N | N",128,22,       0.009290
1,double,uniform,PoisFFT,"N | N",128,23,       0.009320
1,double,uniform,PoisFFT,"N | N",128,24,       0.009291
1,double,uniform,PoisFFT,"N | N",128,25,       0.009319
1,double,uniform,PoisFFT,"N | N",128,26,       0.009310
1,double,uniform,PoisFFT,"N | N",128,27,       0.009300
1,double,uniform,PoisFFT,"N | N",128,28,       0.009380
1,double,uniform,PoisFFT,"N | N",128,29,       0.009390
1,double,uniform,PoisFFT,"N | N",128,30,       0.009300
1,double,uniform,PoisFFT,"N | N",128,31,       0.009309
1,double,uniform,PoisFFT,"N | N",128,32,       0.009279
1,double,uniform,PoisFFT,"N | N",128,33,       0.009320
1,double,uniform,PoisFFT,"N | N",128,34,       0.009310
1,double,uniform,PoisFFT,"N | N",128,35,       0.009310
1,double,uniform,PoisFFT,"N | N",128,36,       0.009340
1,double,uniform,PoisFFT,"N | N",128,37,       0.014280
1,double,uniform,PoisFFT,"N | N",128,38,       0.009300
1,double,uniform,PoisFFT,"N | N",128,39,       0.009310
1,double,uniform,PoisFFT,"N | N",128,40,       0.009300
1,double,uniform,PoisFFT,"N | N",128,41,       0.009300
1,double,uniform,PoisFFT,"N | N",128,42,       0.009310
1,double,uniform,PoisFFT,"N | N",128,43,       0.009300
1,double,uniform,PoisFFT,"N | N",128,44,       0.009310
1,double,uniform,PoisFFT,"N | N",128,45,       0.009309
1,double,uniform,PoisFFT,"N | N",128,46,       0.009290
1,double,uniform,PoisFFT,"N | N",128,47,       0.009280
1,double,uniform,PoisFFT,"N | N",128,48,       0.009270
1,double,uniform,PoisFFT,"N | N",128,49,       0.009290
1,double,uniform,PoisFFT,"N | N",128,50,       0.009290
1,double,uniform,PoisFFT,"N | N",128,51,       0.009280
1,double,uniform,PoisFFT,"N | N",128,52,       0.009280
1,double,uniform,PoisFFT,"N | N",128,53,       0.009310
1,double,uniform,PoisFFT,"N | N",128,54,       0.009270
1,double,uniform,PoisFFT,"N | N",128,55,       0.009300
1,double,uniform,PoisFFT,"N | N",128,56,       0.009300
1,double,uniform,PoisFFT,"N | N",128,57,       0.009300
1,double,uniform,PoisFFT,"N | N",128,58,       0.009270
1,double,uniform,PoisFFT,"N | N",128,59,       0.009280
1,double,uniform,PoisFFT,"N | N",128,60,       0.009300
1,double,uniform,PoisFFT,"N | N",128,61,       0.009290
1,double,uniform,PoisFFT,"N | N",128,62,       0.009290
1,double,uniform,PoisFFT,"N | N",128,63,       0.009290
1,double,uniform,PoisFFT,"N | N",128,64,       0.009300
1,double,uniform,PoisFFT,"N | N",128,65,       0.009290
1,double,uniform,PoisFFT,"N | N",128,66,       0.009300
1,double,uniform,PoisFFT,"N | N",128,67,       0.009290
1,double,uniform,PoisFFT,"N | N",128,68,       0.009320
1,double,uniform,PoisFFT,"N | N",128,69,       0.009310
1,double,uniform,PoisFFT,"N | N",128,70,       0.009310
1,double,uniform,PoisFFT,"N | N",128,71,       0.009310
1,double,uniform,PoisFFT,"N | N",128,72,       0.009319
1,double,uniform,PoisFFT,"N | N",128,73,       0.009380
1,double,uniform,PoisFFT,"N | N",128,74,       0.009280
1,double,uniform,PoisFFT,"N | N",192,0,       0.014240
1,double,uniform,PoisFFT,"N | N",192,1,       0.013270
1,double,uniform,PoisFFT,"N | N",192,2,       0.013080
1,double,uniform,PoisFFT,"N | N",192,3,       0.013090
1,double,uniform,PoisFFT,"N | N",192,4,       0.013079
1,double,uniform,PoisFFT,"N | N",192,5,       0.013070
1,double,uniform,PoisFFT,"N | N",192,6,       0.013040
1,double,uniform,PoisFFT,"N | N",192,7,       0.019700
1,double,uniform,PoisFFT,"N | N",192,8,       0.013120
1,double,uniform,PoisFFT,"N | N",192,9,       0.013050
1,double,uniform,PoisFFT,"N | N",192,10,       0.013100
1,double,uniform,PoisFFT,"N | N",192,11,       0.013140
1,double,uniform,PoisFFT,"N | N",192,12,       0.013070
1,double,uniform,PoisFFT,"N | N",192,13,       0.013060
1,double,uniform,PoisFFT,"N | N",192,14,       0.013049
1,double,uniform,PoisFFT,"N | N",192,15,       0.013100
1,double,uniform,PoisFFT,"N | N",192,16,       0.013050
1,double,uniform,PoisFFT,"N | N",192,17,       0.013060
1,double,uniform,PoisFFT,"N | N",192,18,       0.013000
1,double,uniform,PoisFFT,"N | N",192,19,       0.013010
1,double,uniform,PoisFFT,"N | N",192,20,       0.013110
1,double,uniform,PoisFFT,"N | N",192,21,       0.013080
1,double,uniform,PoisFFT,"N | N",192,22,       0.013020
1,double,uniform,PoisFFT,"N | N",192,23,       0.013050
1,double,uniform,PoisFFT,"N | N",192,24,       0.013060
1,double,uniform,PoisFFT,"N | N",192,25,       0.013000
1,double,uniform,PoisFFT,"N | N",192,26,       0.012990
1,double,uniform,PoisFFT,"N | N",192,27,       0.012990
1,double,uniform,PoisFFT,"N | N",192,28,       0.013020
1,double,uniform,PoisFFT,"N | N",192,29,       0.013059
1,double,uniform,PoisFFT,"N | N",192,30,       0.013040
1,double,uniform,PoisFFT,"N | N",192,31,       0.013070
1,double,uniform,PoisFFT,"N | N",192,32,       0.013030
1,double,uniform,PoisFFT,"N | N",192,33,       0.013070
1,double,uniform,PoisFFT,"N | N",192,34,       0.013069
1,double,uniform,PoisFFT,"N | N",192,35,       0.013039
1,double,uniform,PoisFFT,"N | N",192,36,       0.013030
1,double,uniform,PoisFFT,"N | N",192,37,       0.013040
1,double,uniform,PoisFFT,"N | N",192,38,       0.013030
1,double,uniform,PoisFFT,"N | N",192,39,       0.013090
1,double,uniform,PoisFFT,"N | N",192,40,       0.013049
1,double,uniform,PoisFFT,"N | N",192,41,       0.013030
1,double,uniform,PoisFFT,"N | N",192,42,       0.013020
1,double,uniform,PoisFFT,"N | N",192,43,       0.013110
1,double,uniform,PoisFFT,"N | N",192,44,       0.013010
1,double,uniform,PoisFFT,"N | N",192,45,       0.013050
1,double,uniform,PoisFFT,"N | N",192,46,       0.013049
1,double,uniform,PoisFFT,"N | N",192,47,       0.013080
1,double,uniform,PoisFFT,"N | N",192,48,       0.013010
1,double,uniform,PoisFFT,"N | N",192,49,       0.013040
1,double,uniform,PoisFFT,"N | N",192,50,       0.012999
1,double,uniform,PoisFFT,"N | N",192,51,       0.013129
1,double,uniform,PoisFFT,"N | N",192,52,       0.013010
1,double,uniform,PoisFFT,"N | N",192,53,       0.013000
1,double,uniform,PoisFFT,"N | N",192,54,       0.013040
1,double,uniform,PoisFFT,"N | N",192,55,       0.013050
1,double,uniform,PoisFFT,"N | N",192,56,       0.013000
1,double,uniform,PoisFFT,"N | N",192,57,       0.013060
1,double,uniform,PoisFFT,"N | N",192,58,       0.012980
1,double,uniform,PoisFFT,"N | N",192,59,       0.013020
1,double,uniform,PoisFFT,"N | N",192,60,       0.013000
1,double,uniform,PoisFFT,"N | N",192,61,       0.013071
1,double,uniform,PoisFFT,"N | N",192,62,       0.013010
1,double,uniform,PoisFFT,"N | N",192,63,       0.013070
1,double,uniform,PoisFFT,"N | N",192,64,       0.013040
1,double,uniform,PoisFFT,"N | N",192,65,       0.013080
1,double,uniform,PoisFFT,"N | N",192,66,       0.013100
1,double,uniform,PoisFFT,"N | N",192,67,       0.013040
1,double,uniform,PoisFFT,"N | N",192,68,       0.013140
1,double,uniform,PoisFFT,"N | N",192,69,       0.013120
1,double,uniform,PoisFFT,"N | N",192,70,       0.013020
1,double,uniform,PoisFFT,"N | N",192,71,       0.013020
1,double,uniform,PoisFFT,"N | N",192,72,       0.013359
1,double,uniform,PoisFFT,"N | N",192,73,       0.013029
1,double,uniform,PoisFFT,"N | N",192,74,       0.013040
1,double,uniform,PoisFFT,"N | N",256,0,       0.005299
1,double,uniform,PoisFFT,"N | N",256,1,       0.004950
1,double,uniform,PoisFFT,"N | N",256,2,       0.004900
1,double,uniform,PoisFFT,"N | N",256,3,       0.004920
1,double,uniform,PoisFFT,"N | N",256,4,       0.004930
1,double,uniform,PoisFFT,"N | N",256,5,       0.004950
1,double,uniform,PoisFFT,"N | N",256,6,       0.005640
1,double,uniform,PoisFFT,"N | N",256,7,       0.004920
1,double,uniform,PoisFFT,"N | N",256,8,       0.004909
1,double,uniform,PoisFFT,"N | N",256,9,       0.004919
1,double,uniform,PoisFFT,"N | N",256,10,       0.004920
1,double,uniform,PoisFFT,"N | N",256,11,       0.004890
1,double,uniform,PoisFFT,"N | N",256,12,       0.004900
1,double,uniform,PoisFFT,"N | N",256,13,       0.004890
1,double,uniform,PoisFFT,"N | N",256,14,       0.004930
1,double,uniform,PoisFFT,"N | N",256,15,       0.004900
1,double,uniform,PoisFFT,"N | N",256,16,       0.004920
1,double,uniform,PoisFFT,"N | N",256,17,       0.004900
1,double,uniform,PoisFFT,"N | N",256,18,       0.004900
1,double,uniform,PoisFFT,"N | N",256,19,       0.004910
1,double,uniform,PoisFFT,"N | N",256,20,       0.004900
1,double,uniform,PoisFFT,"N | N",256,21,       0.004920
1,double,uniform,PoisFFT,"N | N",256,22,       0.004910
1,double,uniform,PoisFFT,"N | N",256,23,       0.004930
1,double,uniform,PoisFFT,"N | N",256,24,       0.004930
1,double,uniform,PoisFFT,"N | N",256,25,       0.004920
1,double,uniform,PoisFFT,"N | N",256,26,       0.004959
1,double,uniform,PoisFFT,"N | N",256,27,       0.004909
1,double,uniform,PoisFFT,"N | N",256,28,       0.004889
1,double,uniform,PoisFFT,"N | N",256,29,       0.004920
1,double,uniform,PoisFFT,"N | N",256,30,       0.004960
1,double,uniform,PoisFFT,"N | N",256,31,       0.004900
1,double,uniform,PoisFFT,"N | N",256,32,       0.004910
1,double,uniform,PoisFFT,"N | N",256,33,       0.004930
1,double,uniform,PoisFFT,"N | N",256,34,       0.004880
1,double,uniform,PoisFFT,"N | N",256,35,       0.004930
1,double,uniform,PoisFFT,"N | N",256,36,       0.004860
1,double,uniform,PoisFFT,"N | N",256,37,       0.005079
1,double,uniform,PoisFFT,"N | N",256,38,       0.005000
1,double,uniform,PoisFFT,"N | N",256,39,       0.004900
1,double,uniform,PoisFFT,"N | N",256,40,       0.004910
1,double,uniform,PoisFFT,"N | N",256,41,       0.004910
1,double,uniform,PoisFFT,"N | N",256,42,       0.004900
1,double,uniform,PoisFFT,"N | N",256,43,       0.004880
1,double,uniform,PoisFFT,"N | N",256,44,       0.004890
1,double,uniform,PoisFFT,"N | N",256,45,       0.004890
1,double,uniform,PoisFFT,"N | N",256,46,       0.004931
1,double,uniform,PoisFFT,"N | N",256,47,       0.004920
1,double,uniform,PoisFFT,"N | N",256,48,       0.004910
1,double,uniform,PoisFFT,"N | N",256,49,       0.004910
1,double,uniform,PoisFFT,"N | N",256,50,       0.004900
1,double,uniform,PoisFFT,"N | N",256,51,       0.004900
1,double,uniform,PoisFFT,"N | N",256,52,       0.004910
1,double,uniform,PoisFFT,"N | N",256,53,       0.004900
1,double,uniform,PoisFFT,"N | N",256,54,       0.004880
1,double,uniform,PoisFFT,"N | N",256,55,       0.004880
1,double,uniform,PoisFFT,"N | N",256,56,       0.004929
1,double,uniform,PoisFFT,"N | N",256,57,       0.004900
1,double,uniform,PoisFFT,"N | N",256,58,       0.004900
1,double,uniform,PoisFFT,"N | N",256,59,       0.004890
1,double,uniform,PoisFFT,"N | N",256,60,       0.004910
1,double,uniform,PoisFFT,"N | N",256,61,       0.004920
1,double,uniform,PoisFFT,"N | N",256,62,       0.004910
1,double,uniform,PoisFFT,"N | N",256,63,       0.004890
1,double,uniform,PoisFFT,"N | N",256,64,       0.004889
1,double,uniform,PoisFFT,"N | N",256,65,       0.004931
1,double,uniform,PoisFFT,"N | N",256,66,       0.004889
1,double,uniform,PoisFFT,"N | N",256,67,       0.004910
1,double,uniform,PoisFFT,"N | N",256,68,       0.004950
1,double,uniform,PoisFFT,"N | N",256,69,       0.004920
1,double,uniform,PoisFFT,"N | N",256,70,       0.004920
1,double,uniform,PoisFFT,"N | N",256,71,       0.005159
1,double,uniform,PoisFFT,"N | N",256,72,       0.004920
1,double,uniform,PoisFFT,"N | N",256,73,       0.004880
1,double,uniform,PoisFFT,"N | N",256,74,       0.005110
1,double,uniform,PoisFFT,"N | N",320,0,       0.008510
1,double,uniform,PoisFFT,"N | N",320,1,       0.007980
1,double,uniform,PoisFFT,"N | N",320,2,       0.007970
1,double,uniform,PoisFFT,"N | N",320,3,       0.007940
1,double,uniform,PoisFFT,"N | N",320,4,       0.007980
1,double,uniform,PoisFFT,"N | N",320,5,       0.007980
1,double,uniform,PoisFFT,"N | N",320,6,       0.008080
1,double,uniform,PoisFFT,"N | N",320,7,       0.008010
1,double,uniform,PoisFFT,"N | N",320,8,       0.007990
1,double,uniform,PoisFFT,"N | N",320,9,       0.007999
1,double,uniform,PoisFFT,"N | N",320,10,       0.007970
1,double,uniform,PoisFFT,"N | N",320,11,       0.007960
1,double,uniform,PoisFFT,"N | N",320,12,       0.007950
1,double,uniform,PoisFFT,"N | N",320,13,       0.008030
1,double,uniform,PoisFFT,"N | N",320,14,       0.007960
1,double,uniform,PoisFFT,"N | N",320,15,       0.007960
1,double,uniform,PoisFFT,"N | N",320,16,       0.007980
1,double,uniform,PoisFFT,"N | N",320,17,       0.007950
1,double,uniform,PoisFFT,"N | N",320,18,       0.007980
1,double,uniform,PoisFFT,"N | N",320,19,       0.007910
1,double,uniform,PoisFFT,"N | N",320,20,       0.008020
1,double,uniform,PoisFFT,"N | N",320,21,       0.007970
1,double,uniform,PoisFFT,"N | N",320,22,       0.008009
1,double,uniform,PoisFFT,"N | N",320,23,       0.007959
1,double,uniform,PoisFFT,"N | N",320,24,       0.007990
1,double,uniform,PoisFFT,"N | N",320,25,       0.007970
1,double,uniform,PoisFFT,"N | N",320,26,       0.007990
1,double,uniform,PoisFFT,"N | N",320,27,       0.007960
1,double,uniform,PoisFFT,"N | N",320,28,       0.008000
1,double,uniform,PoisFFT,"N | N",320,29,       0.007971
1,double,uniform,PoisFFT,"N | N",320,30,       0.007990
1,double,uniform,PoisFFT,"N | N",320,31,       0.007950
1,double,uniform,PoisFFT,"N | N",320,32,       0.008030
1,double,uniform,PoisFFT,"N | N",320,33,       0.007980
1,double,uniform,PoisFFT,"N | N",320,34,       0.007930
1,double,uniform,PoisFFT,"N | N",320,35,       0.007939
1,double,uniform,PoisFFT,"N | N",320,36,       0.007990
1,double,uniform,PoisFFT,"N | N",320,37,       0.007940
1,double,uniform,PoisFFT,"N | N",320,38,       0.007970
1,double,uniform,PoisFFT,"N | N",320,39,       0.007960
1,double,uniform,PoisFFT,"N | N",320,40,       0.007990
1,double,uniform,PoisFFT,"N | N",320,41,       0.007920
1,double,uniform,PoisFFT,"N | N",320,42,       0.007971
1,double,uniform,PoisFFT,"N | N",320,43,       0.007970
1,double,uniform,PoisFFT,"N | N",320,44,       0.007980
1,double,uniform,PoisFFT,"N | N",320,45,       0.007960
1,double,uniform,PoisFFT,"N | N",320,46,       0.008010
1,double,uniform,PoisFFT,"N | N",320,47,       0.007970
1,double,uniform,PoisFFT,"N | N",320,48,       0.008000
1,double,uniform,PoisFFT,"N | N",320,49,       0.007920
1,double,uniform,PoisFFT,"N | N",320,50,       0.007970
1,double,uniform,PoisFFT,"N | N",320,51,       0.008010
1,double,uniform,PoisFFT,"N | N",320,52,       0.008030
1,double,uniform,PoisFFT,"N | N",320,53,       0.007950
1,double,uniform,PoisFFT,"N | N",320,54,       0.007990
1,double,uniform,PoisFFT,"N | N",320,55,       0.007949
1,double,uniform,PoisFFT,"N | N",320,56,       0.007980
1,double,uniform,PoisFFT,"N | N",320,57,       0.007990
1,double,uniform,PoisFFT,"N | N",320,58,       0.007960
1,double,uniform,PoisFFT,"N | N",320,59,       0.007990
1,double,uniform,PoisFFT,"N | N",320,60,       0.007960
1,double,uniform,PoisFFT,"N | N",320,61,       0.007970
1,double,uniform,PoisFFT,"N | N",320,62,       0.007960
1,double,uniform,PoisFFT,"N | N",320,63,       0.007980
1,double,uniform,PoisFFT,"N | N",320,64,       0.007980
1,double,uniform,PoisFFT,"N | N",320,65,       0.007950
1,double,uniform,PoisFFT,"N | N",320,66,       0.007950
1,double,uniform,PoisFFT,"N | N",320,67,       0.007990
1,double,uniform,PoisFFT,"N | N",320,68,       0.007979
1,double,uniform,PoisFFT,"N | N",320,69,       0.007950
1,double,uniform,PoisFFT,"N | N",320,70,       0.008050
1,double,uniform,PoisFFT,"N | N",320,71,       0.007980
1,double,uniform,PoisFFT,"N | N",320,72,       0.007949
1,double,uniform,PoisFFT,"N | N",320,73,       0.007930
1,double,uniform,PoisFFT,"N | N",320,74,       0.008460
1,double,uniform,PoisFFT,"N | N",384,0,       0.028960
1,double,uniform,PoisFFT,"N | N",384,1,       0.027430
1,double,uniform,PoisFFT,"N | N",384,2,       0.027360
1,double,uniform,PoisFFT,"N | N",384,3,       0.027210
1,double,uniform,PoisFFT,"N | N",384,4,       0.027209
1,double,uniform,PoisFFT,"N | N",384,5,       0.027270
1,double,uniform,PoisFFT,"N | N",384,6,       0.027290
1,double,uniform,PoisFFT,"N | N",384,7,       0.027219
1,double,uniform,PoisFFT,"N | N",384,8,       0.027260
1,double,uniform,PoisFFT,"N | N",384,9,       0.027260
1,double,uniform,PoisFFT,"N | N",384,10,       0.027320
1,double,uniform,PoisFFT,"N | N",384,11,       0.027280
1,double,uniform,PoisFFT,"N | N",384,12,       0.027239
1,double,uniform,PoisFFT,"N | N",384,13,       0.027200
1,double,uniform,PoisFFT,"N | N",384,14,       0.027280
1,double,uniform,PoisFFT,"N | N",384,15,       0.027229
1,double,uniform,PoisFFT,"N | N",384,16,       0.027200
1,double,uniform,PoisFFT,"N | N",384,17,       0.027270
1,double,uniform,PoisFFT,"N | N",384,18,       0.027340
1,double,uniform,PoisFFT,"N | N",384,19,       0.027290
1,double,uniform,PoisFFT,"N | N",384,20,       0.027259
1,double,uniform,PoisFFT,"N | N",384,21,       0.027280
1,double,uniform,PoisFFT,"N | N",384,22,       0.027230
1,double,uniform,PoisFFT,"N | N",384,23,       0.027259
1,double,uniform,PoisFFT,"N | N",384,24,       0.033810
1,double,uniform,PoisFFT,"N | N",384,25,       0.027200
1,double,uniform,PoisFFT,"N | N",384,26,       0.027220
1,double,uniform,PoisFFT,"N | N",384,27,       0.027320
1,double,uniform,PoisFFT,"N | N",384,28,       0.027170
1,double,uniform,PoisFFT,"N | N",384,29,       0.027220
1,double,uniform,PoisFFT,"N | N",384,30,       0.027200
1,double,uniform,PoisFFT,"N | N",384,31,       0.027219
1,double,uniform,PoisFFT,"N | N",384,32,       0.027210
1,double,uniform,PoisFFT,"N | N",384,33,       0.027190
1,double,uniform,PoisFFT,"N | N",384,34,       0.027249
1,double,uniform,PoisFFT,"N | N",384,35,       0.027230
1,double,uniform,PoisFFT,"N | N",384,36,       0.027230
1,double,uniform,PoisFFT,"N | N",384,37,       0.027300
1,double,uniform,PoisFFT,"N | N",384,38,       0.027260
1,double,uniform,PoisFFT,"N | N",384,39,       0.027269
1,double,uniform,PoisFFT,"N | N",384,40,       0.027210
1,double,uniform,PoisFFT,"N | N",384,41,       0.027280
1,double,uniform,PoisFFT,"N | N",384,42,       0.027249
1,double,uniform,PoisFFT,"N | N",384,43,       0.027120
1,double,uniform,PoisFFT,"N | N",384,44,       0.027189
1,double,uniform,PoisFFT,"N | N",384,45,       0.027180
1,double,uniform,PoisFFT,"N | N",384,46,       0.027250
1,double,uniform,PoisFFT,"N | N",384,47,       0.027229
1,double,uniform,PoisFFT,"N | N",384,48,       0.027200
1,double,uniform,PoisFFT,"N | N",384,49,       0.027300
1,double,uniform,PoisFFT,"N | N",384,50,       0.027220
1,double,uniform,PoisFFT,"N | N",384,51,       0.027240
1,double,uniform,PoisFFT,"N | N",384,52,       0.027299
1,double,uniform,PoisFFT,"N | N",384,53,       0.032159
1,double,uniform,PoisFFT,"N | N",384,54,       0.027280
1,double,uniform,PoisFFT,"N | N",384,55,       0.027239
1,double,uniform,PoisFFT,"N | N",384,56,       0.027210
1,double,uniform,PoisFFT,"N | N",384,57,       0.027160
1,double,uniform,PoisFFT,"N | N",384,58,       0.027870
1,double,uniform,PoisFFT,"N | N",384,59,       0.027240
1,double,uniform,PoisFFT,"N | N",384,60,       0.027190
1,double,uniform,PoisFFT,"N | N",384,61,       0.027219
1,double,uniform,PoisFFT,"N | N",384,62,       0.027230
1,double,uniform,PoisFFT,"N | N",384,63,       0.027209
1,double,uniform,PoisFFT,"N | N",384,64,       0.027220
1,double,uniform,PoisFFT,"N | N",384,65,       0.027240
1,double,uniform,PoisFFT,"N | N",384,66,       0.027240
1,double,uniform,PoisFFT,"N | N",384,67,       0.027260
1,double,uniform,PoisFFT,"N | N",384,68,       0.027269
1,double,uniform,PoisFFT,"N | N",384,69,       0.027529
1,double,uniform,PoisFFT,"N | N",384,70,       0.027240
1,double,uniform,PoisFFT,"N | N",384,71,       0.027230
1,double,uniform,PoisFFT,"N | N",384,72,       0.027199
1,double,uniform,PoisFFT,"N | N",384,73,       0.027300
1,double,uniform,PoisFFT,"N | N",384,74,       0.027290
1,double,uniform,PoisFFT,"N | N",448,0,       0.038569
1,double,uniform,PoisFFT,"N | N",448,1,       0.038110
1,double,uniform,PoisFFT,"N | N",448,2,       0.038010
1,double,uniform,PoisFFT,"N | N",448,3,       0.037990
1,double,uniform,PoisFFT,"N | N",448,4,       0.038209
1,double,uniform,PoisFFT,"N | N",448,5,       0.038050
1,double,uniform,PoisFFT,"N | N",448,6,       0.038059
1,double,uniform,PoisFFT,"N | N",448,7,       0.038060
1,double,uniform,PoisFFT,"N | N",448,8,       0.038059
1,double,uniform,PoisFFT,"N | N",448,9,       0.038030
1,double,uniform,PoisFFT,"N | N",448,10,       0.037990
1,double,uniform,PoisFFT,"N | N",448,11,       0.038040
1,double,uniform,PoisFFT,"N | N",448,12,       0.038049
